ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"          British Virgin Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.0000487774,0.0000986501,0.0000526997,0.000161506,0.0001524567,0.0001017634,0.0001401239,0.0001190474,0.0001043648,0.0000967145,0.0000858203,0.0003696572,0.0004013897,0.0004759607,0.0004119689,0.0003709259,0.000382564,0.000400034,0.0004192647,0.0004438371,0.0004184543,0.0004519724,0.0004615537,0.0004123856,0.0003480139,0.0003332543,0.0002968394,0.0002710265,0.0002402643,0.0002938884,0.0002470241,0.0002099343,0.0002160686,0.000137204,0.0001316775,0.0001391278,0.0001434674,0.0001297032,0.0001180929
"          Brunei Darussalam",0.0409451827,0.0443728578,0.1116308976,0.1111047924,0.1179085014,0.1140078877,0.1045826188,0.1054098721,0.1037126458,0.0979899083,0.0979250738,0.0856908171,0.0637292586,0.0565388059,0.045349204,0.0382680764,0.0348231811,0.0342483487,0.035728569,0.0370264081,0.0378766211,0.0317470171,0.0298598575,0.0597628502,0.0419202495,0.0596346664,0.116320208,0.1196045657,0.1341666088,0.1450168157,0.1407963111,0.1602138488,0.2234493359,0.1991252088,0.2006803132,0.1813712903,0.1628237246,0.1512204479,0.0839341908,0.0754760283,0.05941836,0.0607044475,0.0633067928,0.0762631241,0.063403725,0.057300376,0.0511489499,0.0464043726,0.0458522349,0.0440573114,0.0373526741,0.045065196,0.0604867899,0.058756416,0.0569557209,0.0582478221,0.0548257474,0.0595001836,0.0629637846,0.0546900908,0.0638997114,0.0573458563,0.0582105968,0.0679692985,0.0702267618,0.0604076821,0.0553510827,0.0384274852,0.0304093185,0.0314139688,0.0278801882
"          Bulgaria",0.1552504844,"..","..","..","..",0.2552785311,0.2737949459,0.2523448453,0.2900112872,0.3266330276,0.3413649771,0.3962139761,0.4391944088,0.4868211472,0.5393066879,0.5319262625,0.5594543846,0.6196685455,0.6301409081,0.6665302002,0.665055828,0.6475200977,0.6299707012,0.6151204121,0.6256716335,0.5618221445,0.4553200241,0.5348566815,0.5416986394,0.5615864614,0.5706638561,0.5329844804,0.5067973368,0.5277779871,0.6028841343,0.6535611351,0.6535309296,0.6772355859,0.6604504499,0.6289669026,0.6014891362,0.5229028881,0.1438920776,0.1069162367,0.0937456159,0.0946632885,0.0926930064,0.103453545,0.0903738124,0.0882217747,0.0780449459,0.0695361915,0.0751936597,0.082608696,0.0882033803,0.0993821812,0.1076824732,0.1117735087,0.1242124477,0.1320775081,0.1384749295,0.1299671162,0.1348161272,0.1538156962,0.1441498197,0.1560965258,0.1540406166,0.1534699302,0.1657511155,0.1772826182,0.1702131999
"          Burkina Faso","..","..",0.0048535173,0.0054453425,0.0044014993,0.0062530848,0.0050434674,0.0057198165,0.0054852466,0.0043795309,0.0049237093,0.0038789942,0.0033308135,0.0026389671,0.0055381843,0.0059870406,0.007001172,0.0079124223,0.0078313161,0.0082276336,0.0088038442,0.0073869537,0.0057472368,0.0045163237,0.0048520307,0.0043175842,0.0042741742,0.0049630764,0.00537683,0.0048840602,0.0032589195,0.0046097839,0.0043921623,0.0036705233,0.0029619845,0.0031159362,0.0040043253,0.0035879748,0.0038570026,0.0061608995,0.0049324196,0.003050471,0.0043374736,0.0030129905,0.0016788599,0.0018360738,0.002468689,0.0053411587,0.004300777,0.004151531,0.0057925503,0.0044558453,0.003239146,0.0035996376,0.0037961557,0.0042232504,0.0051962167,0.0044560867,0.0048483769,0.0044434078,0.0042923033,0.0071719365,0.0103974213,0.0130812841,0.0117876476,0.0124306236,0.0129184875,0.0131648266,0.0156496298,0.0162122688,0.0165878432
"          Burundi","..","..",0.0048535173,0.0036229824,0.0037630373,0.0037176485,0.0047003424,0.0042589847,0.0048015114,0.0044139598,0.0054911256,0.0050905436,0.0053747568,0.0058741617,0.0135210396,0.0051661903,0.0185533342,0.0066863315,0.0066986239,0.0075437878,0.00610637,0.0042854865,0.0076570104,0.0052255847,0.0061953842,0.005128925,0.0036760747,0.0036409272,0.0060931569,0.0079317124,0.0052943992,0.0062499026,0.0031895064,0.0036949885,0.0046252912,0.004304836,0.0052218443,0.0057108107,0.0071763033,0.0035613416,0.0046186991,0.0025120293,0.0021405763,0.0025812679,0.0019261529,0.00163699,0.0027965515,0.002040981,0.000737053,0.0015456169,0.0011718921,0.0009494393,0.0007752671,0.0006217849,0.0004615537,0.0004964174,0.0005085449,0.0005523072,0.000480583,0.0004196346,0.0003556903,0.0005367406,0.0006612993,0.0006734038,0.0007211451,0.0004971734,0.0006952573,0.0007296283,0.0007767325,0.0009691928,0.0008249404
"          Cabo Verde",0.0163456581,0.0118492597,0.01281005,0.009452361,0.0104323937,0.012611503,0.0174312199,0.010332297,0.0096347127,0.0106491195,0.0096048939,0.0094327773,0.0081849867,0.0007100393,0.000538609,0.0005351153,0.0005468952,0.0005131983,0.0005542756,0.0004927712,0.0005870876,0.0005645918,0.0005217617,0.0004535775,0.0004225371,0.0003351228,0.0002458155,0.0002786593,0.0001580207,0.0001926778,0.0001610191,0.000147053,0.0002438871,0.0001479751,0.0002107986,0.000161506,0.0001524567,0.0003052903,0.0001868318,0.0003174596,0.0001043648,0.0002256671,0.0001716406,0.000170611,0.0001320361,0.000105769,0.0001157216,0.0001727765,0.0002341144,0.0002482818,0.0001893261,0.0002000428,0.0001704814,0.0001614187,0.0001621592,0.0001678792,0.0001636424,0.0001677222,0.0001702786,0.0001370752,0.0001980447,0.0002797117,0.0002907892,0.0003737757,0.0003044298,0.0003636592,0.0004232333,0.0004042208,0.0003731521,0.0002820587,0.0003880526
"          Cambodia","..","..",0.0760384375,0.0579677178,0.062717288,0.0681568894,0.0740303931,0.0426505378,0.035174912,0.0456703596,0.0515250622,0.0510556069,0.0535456302,0.0465718221,0.0379258882,0.0567859986,0.0499609892,0.0555513485,0.0325018929,0.0379616678,0.0364368978,0.0230721447,0.0122522853,0.0030673565,0.001767796,0.0025261382,0.0022551877,0.0005700885,0.0004026005,0.0013263733,0.0011446855,0.0009014283,0.0007804386,0.0004932505,0.0006323959,0.0008075302,0.00091474,0.0010176342,0.000980867,0.000873014,0.0011132245,0.0014184789,0.0024601826,0.0060566911,0.0069979122,0.0075096017,0.0113407174,0.0165177929,0.0119019908,0.0131439729,0.0145199899,0.0197280366,0.0215341952,0.0242058193,0.0295855892,0.0279051996,0.030334673,0.0294358806,0.0304456631,0.0291601668,0.0291537829,0.0334205282,0.0336110709,0.0365565789,0.0423391843,0.0351764804,0.0360585725,0.0516734962,0.0628096027,0.0681731183,0.073679687
"          Cameroon",0.061417774,0.0849910891,0.0760384375,0.0784979511,0.0790237828,0.0929412128,0.1022324476,0.1011508873,0.0720226707,0.0715061493,0.1052465747,0.0916297846,0.0744787721,0.0719584803,0.0881874575,0.086626169,0.0718430769,0.0766667727,0.0637122464,0.0556346923,0.077729002,0.0811060527,0.0713660024,0.0586749972,0.0526115804,0.0606427844,0.0567218877,0.0509917932,0.0514200322,0.0622601402,0.0612352537,0.0680019448,0.0675167216,0.0544987496,0.055994972,0.0525178364,0.0450238598,0.0367425492,0.036528328,0.0328791754,0.0322463579,0.0410282114,0.0572744822,0.0521506692,0.0485990477,0.0497950051,0.0343994046,0.0314960502,0.0296830846,0.03010702,0.030328266,0.0279746704,0.0284083955,0.028232135,0.0277239895,0.0300733203,0.0268519533,0.0272434954,0.0294895104,0.0301703467,0.0324541661,0.0282911878,0.025345676,0.0246306259,0.023087009,0.0238269663,0.0270972467,0.0245481453,0.0206133752,0.0182319814,0.0195972785
"          Canada",5.4626162464,5.2052604774,4.8856475734,4.7225695824,5.8081853211,5.4344214176,4.9323160681,4.8705642901,4.9518178897,4.7182317402,4.826132018,4.7652493703,4.4674210293,4.4682251195,4.3344280831,4.3223728556,4.5881253695,4.4645146258,4.8304542407,5.0281862233,5.4226558626,5.1769644342,5.2762368221,5.179522194,5.0459833093,4.5433882167,4.0958481744,3.8850618613,4.0862337977,3.8504440472,3.695922245,3.5031845754,3.303879639,3.5872181935,3.7539813794,4.1317930385,4.5875076222,4.6277069652,4.2190919929,3.895539249,4.0738800054,3.9276390052,3.6510540702,3.6159014365,3.5500540506,3.8388343293,3.8275152634,3.7131805262,3.7265983448,3.8291464788,3.8896693535,4.1667046076,4.2870950006,4.1945947079,3.8831124336,3.5934070934,3.4341928832,3.4322841174,3.2007357678,3.0005006751,2.826641017,2.5175137313,2.5322013791,2.4610549781,2.4609770036,2.4185779396,2.5087211045,2.4798947087,2.4330095961,2.3731704541,2.3097162635
"          Cayman Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.0001463322,0.000049325,0.0000526997,0.0000538353,0.0000508189,0.0003052903,0.0004203716,0.0007539666,0.0002435179,0.0003868579,0.0005149219,0.0004549627,0.0003432938,0.0004230761,0.0003818813,0.0003670621,0.0004805152,0.0003928905,0.0002540998,0.0003145303,0.0002867187,0.00025827,0.0002153917,0.0002108042,0.0002601973,0.0005646281,0.0001929456,0.0001531297,0.0002013855,0.0002196984,0.0001588334,0.0002002275,0.0002103298,0.000271011,0.0002534821,0.000391842,0.0003178714,0.0001873934,0.0001745721
"          Central African Republic","..","..",0.0258854255,0.0193225726,0.0200695321,0.0173490264,0.0235017121,0.0170359389,0.017285441,0.0149103563,0.0147656368,0.0131616005,0.0107226397,0.0101483485,0.0099949646,0.014134314,0.0166374884,0.013990187,0.0149210229,0.0133185361,0.0146619577,0.0127810605,0.0095909862,0.0091668319,0.0093844195,0.0064072035,0.0057240225,0.0053916689,0.0061594853,0.0072102538,0.0054724359,0.0047847812,0.0056427664,0.0038801547,0.0056569398,0.004007288,0.0043127959,0.0046680918,0.0030987457,0.0051732825,0.0045224747,0.0043319377,0.00344314,0.0035828313,0.0028261795,0.0029022231,0.0034974541,0.0033014528,0.0027132104,0.0029021392,0.0027476177,0.0025581095,0.0024952273,0.0022921459,0.0022616129,0.0016864332,0.0014509146,0.0012187588,0.0012993815,0.0012679118,0.0009288569,0.0009557347,0.0009149042,0.0010360394,0.0010972125,0.0006120459,0.0005188107,0.0005185327,0.000716328,0.0007915007,0.0009143623
"          Chad","..","..",0.0307389428,0.0229455549,0.0250869152,0.0173490264,0.0223266265,0.0212949237,0.0211266501,0.0170528924,0.0225145303,0.0142484315,0.0102427507,0.0158492224,0.0116289313,0.0145877907,0.0152468446,0.0144522763,0.0115084618,0.0139968965,0.0126174435,0.0112056148,0.0093288481,0.0079766491,0.0085329144,0.0065503611,0.0044402272,0.0054449152,0.0063739707,0.0094215834,0.007551261,0.0053043644,0.0034627574,0.004114202,0.0030419826,0.0056261708,0.0066738924,0.0031463724,0.0046053107,0.0043430065,0.0050106585,0.0050094226,0.0053780737,0.0055164228,0.0048061133,0.003463936,0.0034253595,0.0046945306,0.0043985618,0.0042325021,0.0047552967,0.0042461584,0.0028361901,0.0030508139,0.0028462475,0.0079183309,0.0237538487,0.0293353806,0.0276386178,0.0261485206,0.0258132792,0.0223004756,0.023526108,0.0261736266,0.0259282299,0.0200528909,0.0220887889,0.0133078806,0.0112278833,0.0090228298,0.0097554986
"          Chile",0.5578781142,0.5014132926,0.4552599217,0.4469552571,0.5677168906,0.5051045111,0.4675665621,0.5029860966,0.5201957426,0.4019351824,0.353628491,0.4198850038,0.37477411,0.3717610058,0.3698402008,0.3326133644,0.3380132053,0.3358445763,0.3945109958,0.3873602252,0.3532406619,0.3879629795,0.392452822,0.2809981562,0.2037419401,0.2114710575,0.2944206898,0.1769668698,0.2096139382,0.1936770314,0.1890791437,0.2340227944,0.2295123685,0.1892355372,0.1952891378,0.2062163038,0.185519441,0.1935591204,0.195762371,0.2072892372,0.2453199011,0.2604327183,0.239515944,0.2542530665,0.264267571,0.2432344112,0.2685690177,0.3095724176,0.3072857472,0.3191378054,0.2962586146,0.2998906192,0.297727114,0.2949442946,0.2797015145,0.2854288212,0.3525706455,0.3929249684,0.4838490496,0.4847923946,0.3994712632,0.4417299796,0.4646963698,0.4440674409,0.4202028756,0.4051208349,0.3953733344,0.3752525338,0.3788377478,0.3904058205,0.3875598079
"          China",0.887145625,"..",0.889811503,0.9178221978,1.0285635226,1.2640004939,1.3513484454,1.5012921174,1.5844987546,1.9543425115,2.4944719465,2.6915909862,1.9742863627,1.42570309,1.3348224249,1.2953935214,1.2846785287,1.3505230377,1.2944122559,1.0918173524,0.9632765808,0.8763295083,0.7252016446,0.7843902284,0.8795011262,1.0098537839,0.8436645342,0.8766820836,0.6988580634,0.6649242063,0.7596788974,0.818142295,0.8828370585,1.0854962769,1.1763091575,1.1965444636,1.3283549743,1.3916148215,1.4452374696,1.564956955,1.6529992941,1.6937282328,1.7762232586,2.044773026,2.2430289066,2.4259186427,2.8006017316,2.8742891562,2.7915712915,3.2644199686,3.3343704885,3.4062053984,3.862224431,4.2953199924,5.0093341202,5.7737676083,6.4325769083,7.2549757429,7.9897458319,8.704628742700001,8.859393474599999,9.5701853993,10.3106697292,10.3515657172,11.0665682352,11.6570884791,12.337093471,13.7522912163,13.0844263097,12.7636160709,12.7696653086
"          China, Hong Kong SAR",0.6802359685,0.8982158664,1.0520775287,0.9368706314,0.636359708,0.5929017376,0.4970306586,0.4721606299,0.539448843,0.4659517246,0.4787108418,0.48669754,0.5288745287,0.5051213636,0.5358692182,0.5570703021,0.5778364573,0.602112315,0.6390199403,0.6979843624,0.7180295762,0.785442849,0.7903747126,0.8103786112,0.8184595265,0.8715494782,0.7083141027,0.6871230991,0.8539629165,0.8503361635,0.8739749771,0.9098295677,0.9913033951,1.0740528663,1.124768888,1.2088189232,1.4400548953,1.5303692499,1.6852696381,1.9330117197,2.2088114357,2.3642173984,2.3569121817,2.8053853702,3.1579333038,3.5798852834,3.5055546112,3.3590235911,3.3435353571,3.3609103024,3.1737793998,3.0475011163,3.1412432208,3.0841630139,3.1066825533,3.0132905242,2.8788971684,2.7814264909,2.6605780895,2.4919142668,2.292677713,2.6236663686,2.6185343405,2.4841682371,2.6625454663,2.8261172368,2.7606455729,3.0886139087,3.2232383682,3.1031316213,2.9227525236
"          China, Macao SAR",0.0170604928,0.0034132968,0.0048535173,0.0036229824,0.0037630373,0.0037176485,0.0035252568,0.0073680436,0.0061267285,0.0062766509,0.0068456033,0.0082466806,0.0082771254,0.010573491,0.0115675354,0.0132471325,0.0124849667,0.0112650722,0.0116021285,0.0115595532,0.0115692492,0.0134957291,0.0132826076,0.0138257971,0.0170913145,0.0171718623,0.013009347,0.0152106451,0.0189334952,0.0193784026,0.0197214805,0.0233840105,0.0299005551,0.0338369812,0.038049156,0.0410763712,0.0463976469,0.046098831,0.0488565184,0.0556348011,0.0523563418,0.0529672901,0.0486601241,0.0473445569,0.046635143,0.0472523175,0.0431873034,0.0385801549,0.036888779,0.0383603992,0.0388591231,0.0384425867,0.0393501998,0.0371263068,0.036247347,0.0340053447,0.0304864548,0.0235753648,0.0210861518,0.0181350236,0.01236872,0.0076538577,0.0056841299,0.0047409489,0.0055168251,0.006006854,0.0065382314,0.0080998052,0.0078383288,0.0079278135,0.0077550104
"          China, Taiwan Province of",0.0290028377,0.0290130224,0.1174551184,0.1188338214,0.146131281,0.158247905,0.1096354869,0.1313896789,0.1137958196,0.1262392512,0.1427692665,0.132435582,0.1260764369,0.1477718791,0.1540128737,0.2119094733,0.2479010883,0.2368405037,0.2591528295,0.2927828939,0.3302882529,0.3785290648,0.4489193841,0.5631661984,0.6939659127,0.7532941066,0.6550038392,0.6045640239,0.8208278908,0.8266559786,0.9677857659,0.9663851765,0.9678414587,1.1144007536,1.1689839044,1.3555202488,1.5523646429,1.5663426203,1.8635071853,2.1378922319,2.1114738647,2.1379377824,1.9236625763,2.1749776663,2.166342352,2.2665775878,2.1773714502,2.1839613271,2.1684291993,2.1994482256,2.0412735096,2.1602225895,2.3457752131,2.0322559385,2.0782222538,1.980215952,1.9778446933,1.8893779145,1.8471433706,1.759367674,1.5829498269,1.6221573046,1.7945231602,1.6808773891,1.6551347117,1.6434293951,1.685957164,1.7260536507,1.7485642379,1.7890527362,1.7247136656
"          Colombia",0.5230747089,0.5720685353,0.6367814683,0.5595092424,0.5935564133,0.7386967592,0.7721487509,0.621705296,0.5156823219,0.4511949741,0.4216269301,0.4013045197,0.3567302838,0.3182327077,0.3231654047,0.2844593682,0.3127806708,0.2833655682,0.2445475699,0.2330835247,0.2299357922,0.2191265704,0.2284121942,0.1933835626,0.1923329631,0.200833058,0.1790619039,0.1670359283,0.1885981933,0.2125203749,0.2296849524,0.2049607474,0.1914172078,0.1438466303,0.1593426983,0.1615383478,0.1759146708,0.1807114881,0.238285291,0.1842138899,0.1752285008,0.184289418,0.1922518305,0.202279264,0.1822097887,0.1881604734,0.1962383851,0.1956208976,0.195662076,0.2057746107,0.197655178,0.2022674175,0.2021490589,0.1983836132,0.1832521859,0.1723297589,0.1758879797,0.2017617045,0.2011155386,0.2139070065,0.2329938379,0.2616561477,0.2595278449,0.310347992,0.3247789844,0.3104134738,0.2889360591,0.217871308,0.1981617922,0.2136186711,0.2147822861
"          Comoros","..","..",0.0032356782,0.0012076608,0.0025086915,0.0024784323,0.0035252568,0.0021656937,0.0025534438,0.0027189993,0.0024591091,0.0025359391,0.0025054045,0.0020537538,0.0017825726,0.0030219024,0.0022971882,0.0019674359,0.001872853,0.0017429839,0.0016764522,0.0017886558,0.0014533893,0.0016093685,0.0014279085,0.0008527585,0.0010542409,0.0010831681,0.0011894831,0.000792906,0.0007098576,0.0010455366,0.0005457705,0.0008099666,0.0010320175,0.0010481204,0.0003581207,0.0008324248,0.0009513009,0.0004601577,0.0007473911,0.0005870568,0.0005130596,0.0007083997,0.0005833354,0.0005779458,0.000260568,0.0002125096,0.0001134755,0.0001005085,0.0001079665,0.0001582121,0.000210808,0.0002744118,0.0002923173,0.0003517794,0.000201989,0.0001144967,0.0000818535,0.0000985181,0.0000403805,0.0001191244,0.0001346738,0.0001406451,0.0001053712,0.000108285,0.0001364036,0.0001025339,0.000191147,0.000223041,0.0002671915
"          Congo",0.0853024639,0.0699725834,0.0695670811,0.0760826296,0.0714977083,0.0681568894,0.0846061635,0.0819854561,0.0758638798,0.0203042152,0.0128126265,0.0121095548,0.0138722472,0.0144908225,0.0246308969,0.0267984961,0.0272636964,0.0248416446,0.0209330789,0.0218158682,0.0202639923,0.0157905334,0.0097396569,0.0112514842,0.0141961972,0.0153415765,0.0272291364,0.0203335743,0.022257868,0.0236227972,0.0235224467,0.0297843915,0.0444187623,0.0400129209,0.0523049416,0.0344459558,0.0601004525,0.0553272471,0.0362805423,0.0386081313,0.0326101736,0.0401906642,0.0280641044,0.0292811156,0.0311269774,0.0282596358,0.0221936914,0.0226535251,0.0248596365,0.029792529,0.0248244638,0.0272596383,0.0385752844,0.033171548,0.0350780777,0.0352701696,0.0372190609,0.0451797682,0.0501128319,0.0401903739,0.0515491165,0.048583179,0.061429282,0.0646217789,0.0555029898,0.0476425869,0.0466929666,0.0282994307,0.0271699673,0.03427479,0.0515184483
"          Cook Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.0013786158,0.0014809746,0.0014819832,0.0014600334,0.0011689036,0.0011071353,0.000886807,0.0009675625,0.0009476576,0.0006421687,0.0005385323,0.0005870663,0.0004282483,0.0003268887,0.0002207257,0.000204792,0.0001921545,0.0002320877,0.0001951097,0.0001973002,0.0002107986,0.000161506,0.0002032756,0.0001526451,0.0002217227,0.0002809518,0.0001512246,0.0000900412,0.0001395438,0.000155256,0.0000856914,0.0001023051,0.0000956555,0.0000881335,0.0000582163,0.0000505579,0.0000585519,0.0000623119,0.0001406611,0.0001094742,0.0000783872,0.0001134126,0.0000783628,0.0000498358,0.0000288429,0.0000371021,0.0000254383,0.0000220775,0.0000337469,0.0000170946,0.0000287911,0.0000580478,0.0000945927,0.0000857148,0.0000841467,0.0001146463,0.0000803545
"          Costa Rica",0.0858142787,0.0873803968,0.0899518538,0.0765656939,0.0920689787,0.0993851369,0.0995297507,0.0861379662,0.0648204036,0.07362485,0.084105741,0.0650741156,0.0647274277,0.0618255514,0.0648842458,0.060591121,0.0650223004,0.0589071598,0.0654219067,0.0657333023,0.0703187705,0.0684364676,0.0726694638,0.0635403134,0.066905671,0.0592050218,0.0522610078,0.0562449307,0.0596754556,0.0732334919,0.0660025634,0.0561529708,0.0488603361,0.0497245784,0.0458697859,0.0469767254,0.0511441312,0.0496605509,0.0523362609,0.045964187,0.0433357442,0.0456040953,0.0414283314,0.04543087,0.0486104028,0.0694241519,0.0666139853,0.0671511069,0.0694603142,0.0774083568,0.1002895705,0.1164181318,0.0906604425,0.0810483419,0.0809872812,0.0803980684,0.0683177383,0.0669022388,0.0676134193,0.0665940588,0.0588505135,0.0699573885,0.061743617,0.0567553282,0.0617599632,0.0605861158,0.0592548847,0.0569912986,0.0514987404,0.0538860328,0.0575123541
"          Côte d'Ivoire",0.0716540697,0.0716792318,0.1272317201,0.1206416896,0.1349788928,0.1351253704,0.1833956103,0.1556477912,0.1446253639,0.1192704914,0.13707863,0.1200596221,0.121532464,0.1425534208,0.1357971449,0.1480119904,0.1705199838,0.1471061418,0.1505693631,0.1491592852,0.174416488,0.1628005075,0.1480256861,0.1294793159,0.1318265611,0.1473075937,0.1439830526,0.1346127153,0.1642247604,0.1907581259,0.1771866249,0.1511070196,0.1529162189,0.1249580973,0.1211090934,0.1125444118,0.1375626706,0.1510906995,0.1566776233,0.1234029095,0.0963607165,0.0905070107,0.0878834452,0.0763788553,0.0759265549,0.0665998542,0.0654681099,0.0721559015,0.079087805,0.0741155773,0.0797619347,0.0751093007,0.060257415,0.0636958289,0.0811565175,0.0762584018,0.0750127243,0.0732906199,0.0698974336,0.0618287214,0.0643388192,0.0902125282,0.0745658724,0.0688974644,0.0654879619,0.0635857592,0.0682133067,0.070958181,0.0678386838,0.0668425735,0.0578292494
"          Croatia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.1214071745,0.1033976956,0.1019000488,0.0872690059,0.0858179743,0.0711012142,0.0819869417,0.0751814679,0.0686822943,0.0753179772,0.0754421756,0.0815104555,0.086994378,0.083532583,0.0855639576,0.0881855972,0.0873849966,0.0834181149,0.0771504666,0.0727319709,0.0668236655,0.0668442688,0.0728704452,0.07818194,0.0861600481,0.0906181401,0.0891945258
