ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"CIS (Commonwealth of Independent States)","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",55029.17545,55588.43258,80080.3,100592.238,110143.197,108954.557,93531.89999999999,94532.3,130301.7,127733,134895.26,171068.318,232180.973,308613.862,391649.434,469946.915,634090.715,409396.443,536059.4556,715301.29,728904.53,711476.182,676385.558,455854.869887,377338.30688,472247.25137,589490.4013
"COMESA (Common Market for Eastern and Southern Africa)",1573.941,1469.205,1554.049,2030.179,1922.102,1909.358,2049.453,2212.105,2397.626,2422.23,2235.14,2523.598,2642.605,2425.109,2627.249984,3308.699984,3624.505984,3846.592984,4289.749984,4407.148984,5427.854984,6348.318,6953.313984,7515.28,7735.709,10517.338984,16900.848,14312.895984,17982.621984,20948.448,19015.930984,27734.470984,36591.974,29682.547,26090.825,24802.758,23971.253,25102.091,21012.319,23083.553,24810.513,27782.994,29459.2828,27597.5112,25456.9441,23111.2729,26421.8625,29725.867,31854.8965,31995.4702,27232.5215337662,28734.6127890594,36151.127022,34845.208,35786.52,45676.043,59030.62,76897.81600000001,95047.167,114305.708,146874.59,107519.305,135402.599917,117160.635,152084.532,139313.786402,113416.641418,86770.08745599999,87409.67114799999,104046.220708,113387.937706
"EAC (East African Community)",266.51,207.088,210.028,323.37,352.396,259.898,287.92,304.398,342.372,354.236,369.55,382.334,407.252,402.736,431.848,564.994,705.234,667.376,768.577,743.5890000000001,738.096,775.649,887.8390000000001,882.914,1011.656,1198.317,1388.694,1309.38,1730.767,2460.072,1990.751,2253.347,2287.53,2140.991,2013.121,1812.142,2018.733,1834.727,2339.241,1771.925,1854.592,1762.848,1698.9526,1833.9016,2036.4453,2130.7316,2664.7252,3177.8904,3539.1446,3534.7401,3223.1656,2924.1076,2973.448,3370.347,3658.23,4259.598,4961.698,6094.437,6587.033,7879.674,10171.433,9315.853999999999,11236.734,13237.265,14756.095,13618.992779,13859.514792,13865.642919,14174.606828,14263.828379,14296.32346
"ECCAS (Economic Community of Central African States)",419,430.8,525,723,710,759,787,856.624,939.0170000000001,836.3970000000001,790.028,855.888,846.415,684.769,797.121,964.708,930.514,917.24,1040.072,1108.07,1344.367,1555.738,1749.255,1706.466,1872.878,2748.604,4262.55,3647.37,3758.321,4493.139,4469.886,6534.354,9022.870000000001,8024.205,7825.048,7519.453,8531.751,8278.665999999999,6547.222,7561.401,8610.02,10057.093,11981.9086,10712.62051,10585.6669,10582.6216,9586.012199999999,11425.3334,13498.8586,13907.8911,10901.3446,12735.609428,17194.759,15935.429,18500.351,22544.603,32103.728,49645.425,61600.707,77966.716,111317.618,71666.568,92008.715,119132.63,122674.72,117231.002784,108217.170618,62907.339067,52691.507835,65680.17556,81319.034201
"ECO (Economic Cooperation Organization)",1230.476,1330.052,1506.454,1726.253,1105.642,1119.075,1051.326,1297.242,1758.92,1390.193,1283.269,1449.129,1407.19,1580.09,1668.16,1763.629,2196.244,2392.908,2502.009,3197.7,2741.642,3050.394,3525.376,5091.635,3975.9,5189.22,11356.57,10634.04,12372.44,12487.29,12803.4,13507.1,18536.78,20110.81,29302.29,31039.91,27411.71,25439.6,18563.18,26789.67,27287.78,29650.85,38088.13,38972.57,50959.95545,49480.52258,54421.29,60471.068,68806.603,67153.136,59819.635,68581.961,82855.342,83816,92733.2,116795.118,152040.2,192934.962,246220.833,303070.767,393823.661,281610.216,344590.24218,440985.81,435845.49,416703.102087,417665.109697,321097.714428,304658.722008,356894.809214,406874.861025
"ECOWAS (Economic Community of West African States)",771.566,820.2240000000001,834.504,977.9,979.05,1011.047,1230.734,1103.327,1129.477,1155.053,1178.011,1268.101,1361.02,1407.862,1362.283,1479.477,1718.508,1863.243,1945.709,1857.47,1957.468,2307.671,2887.585,3466.165,4037.237,5961.483,12628.665,11364.26,14750.404,17124.293,15528.266,23498.689,33371.77,24025.865,17748.782,16070.123,17738.124,18663.66,12145.656,14157.264,13294.654,14681.021,21408.6784,18784.7648,19369.23805,16674.1349,16967.2799,22213.45742,26499.42,25021.00082,20233.019474764,24012.93918796,30344.717948,27630.732,29457.436,37032.423,53667.085,67097.99000000001,78063.89,87497.68300000001,111912.752,83379.614,114800.299812,155129.540101,155721.728833,133487.851806,146988.011282,86537.83901700001,70872.201986,89226.498678,107018.002747
"EFTA (European Free Trade Association)",1262.435,1209.405,1310.605,1737.323,1690.738,1733.185,1841.149,1971.729,2254.329,2417.52,2330.282,2538.958,2813.239,3025.158,3247.039,3554.774,4022.933,4513.602,4952.135,5302.373,5985.214,6886.984,7666.391,8442.203,10314.019,14543.704,18546.234,20489.736,23186.275,27006.284,35082.996,40865.624,49092.899,46141.829,44296.668,44329.852,45475.917,48233.132,56645.7,68379.77,74563.62,80018.64,99422.7,97172.97,102347.254512,96561.97603200001,106768.28304,125435.011552,131289.1,126542.440224,121185.743136,127758.720704,142458.7,143354,153590.354,175524,208210.496,237779.867,273517.601,313215.307,377905.588,293308.82,330870.432,400576.58034,478480.801,518871.110372,460932.872337,398368.800952,396810.594937,408538.88552,439342.947063
"EU15 (European Union 15)",16939.915,18886.456,19670.787,27639.846,27504.216,27898.424,30435.606,34111.128,37282.003,41310.611,41193.106,44758.727,51103.796,54716.742,57574.017,63044.813,70319.318,77798.71000000001,84757.674,89251.508,99826.53,116446.164,135886.577,153962.207,185998.45,253316.86,331488.394,356731.174,393016.716,452254.552,543264.7240000001,681421.8760000001,786811.78,731144.82,705068.75,690618.5600000001,710725.32,736909.89,890178.36,1073273.3,1193643.61,1271841.13,1515463.94,1498457.11,1593646.01,1478564.618,1696226.514,2092396.652,2159902.89,2147980.472,2239894.748,2239074.7975191,2311132.7995653,2319483.545,2465658.444,2926460.873,3462548.877,3716017.088,4163611.356,4800452.116,5269106.493,4088532.286,4572980.082976,5345048.967228,5087121.967,5303918.43412,5347316.40239,4670936.28417,4639957.42743,5073847.42435,5534050.09762
"EU25 (European Union 25)",18567.867,20806.125,21444.403,29691.263,29651.86,30272.583,32883.944,36867.263,40214.08,44193.861,44508.93,48465.506,55298.356,59358.04,62584.581,68558.88400000001,76420.72500000001,84320.49400000001,91480.651,96453.29300000001,107600.588,125124.961,145097.463,164023.815,198444.865,269408.736,351088.636,380211.82,418485.262,480185.791,574340.764,717508.265,828386.009,769086.225,741744.1,728334.607,749272.929,768405.0500000001,924606.333,1109866.096,1233901.736,1311064.171,1553751.53,1536118.281,1643863.229,1533668.306,1760774.861,2175732.89024,2249108.513472,2244931.100944,2348978.452048,2347496.5102071,2433679.4311353,2454499.21,2619538.417,3125473.164,3728962.533,4026185.482,4543784.227,5288047.879,5851500.386,4540576.445,5101891.021705,5987601.220415,5711680.464,5967602.24925,6044404.63636,5289881.19627,5275316.61647,5791329.09931,6335187.11698
"EU27 (European Union 27)",18818.867,20806.125,21444.403,29691.263,29651.86,30819.583,33476.944,37495.263,40911.08,44974.661,45350.23,49454.806,56587.356,60813.54,64175.581,70307.88400000001,78400.72500000001,86598.064,93971.981,99306.713,110684.468,128553.031,148952.533,168313.165,203672.715,276368.806,359799.166,390244.267,430004.909,493557.741,589905.164,736101.4350000001,850176.009,790966.225,763304.1,750634.607,772852.929,791890.0500000001,948506.333,1136206.096,1262581.736,1337774.171,1563741.53,1544278.281,1651913.229,1542140.306,1770931.161,2188997.89024,2262083.013472,2258302.200944,2361578.052048,2359994.0612071,2448943.1491353,2471010.713,2639148.002,3150678.533,3762448.13,4065612.019,4591306.307,5347054.366,5923397.531,4597461.948,5172099.885919,6078844.983003,5796207.327,6063037.10112,6143375.22433,5375847.13098,5365422.84397,5893527.48456,6448008.96529
"EU28 (European Union)",18818.867,20806.125,21444.403,29691.263,29651.86,30819.583,33476.944,37495.263,40911.08,44974.661,45350.23,49454.806,56587.356,60813.54,64175.581,70307.88400000001,78400.72500000001,86598.064,93971.981,99306.713,110684.468,128553.031,148952.533,168313.165,203672.715,276368.806,359799.166,390244.267,430004.909,493557.741,589905.164,736101.4350000001,850176.009,790966.225,763304.1,750634.607,772852.929,791890.0500000001,948506.333,1136206.096,1262581.736,1337774.171,1563741.53,1544278.281,1656510.729,1546050.626,1775333.971,2193515.14024,2266726.503472,2262283.530944,2366095.242048,2364296.5612071,2453374.7491353,2475676.713,2644051.582,3156865.163,3770472.29,4074385.019,4601683.307,5359418.666,5937509.231,4607935.748,5183905.56494,6092183.350885,5808578.152,6075704.01399,6157210.24424,5388771.82375,5379235.60654,5909596.61448,6465380.66564
"Euro area",8686.501,10209.45,11612.914,17481.196,17556.406,18048.236,20174.247,22919.223,25007.34,28250.251,28402.42,31266.266,36499.186,39423.77,41677.201,45751.954,51733.805,57793.534,63379.851,67801.65300000001,76936.678,90222.461,106450.543,120882.485,149013.885,205501.356,269917.886,287528.47,320593.852,367860.481,442387.874,553604.365,630034.509,584558.825,566802.5,556117.2070000001,572494.929,588879.25,725622.0330000001,873072.096,971343.936,1039086.671,1238036.83,1222337.681,1317268.729,1226850.507,1403553.661,1748957.83624,1792737.953472,1764873.771944,1863992.252048,1860815.1158411,1921842.2961403,1954676.412,2086207.227,2505671.935,2981523.082,3195141.56,3573815.959,4218923.724,4665719.8,3628452.295,4042754.474526,4718256.558385,4515089.692,4674293.83895,4757937.9055,4139241.87719,4163227.16707,4564242.31447,4985865.77537
"FTAA (Free Trade Area of the Americas)",21931.347,20266.393,18968.634,24998.975,24434.686,23967.412,24447.582,26540.686,30746.653,33375.017,29640.102,30083.591,33899.174,34883.941,36314.547,38868.286,44182.588,46115.628,50938.819,54063.646,59725.387,65714.86900000001,75594.284,77463.25500000001,88183.982,123007.414,175563.285,182070.172,202737.62,219793.34,251139.921,320147.445,394050.885,421517.522,385479.448,379898.024,422511.066,412222.544,404838.426,451449.3525,554708.466,614493.344,659758.199,688008.8839,730490.2247,768484.7378925,863577.859348,1003149.704514,1081769.008164,1188790.449142,1178104.349885,1234889.42013,1420178.27399,1335574.72671148,1297910.02966279,1383285.27539302,1606365.93340501,1840420.313936,2105172.426174,2345705.532207,2642604.845886,2071003.716224,2551338.749561,3031873.582197,3115582.686,3149535.966544,3174232.9977,2831016.870892,2726263.31906,2959422.78736,3195626.868528
"G20 (Group of Twenty)",43873.955,44061.334,44291.042,60411.01,58549.445,59346.019,62620.086,69332.361,77548.364,85400.284,82104.613,88663.829,99219.807,104474.496,109694.281,119811.374,134621.615,146998.364,161283.621,169729.013,189853.048,217487.361,251546.673,280721.985,337259.715,463513.586,643765.086,679431.127,762207.449,866595.201,1018658.594,1269770.985,1545669.469,1550190.025,1440900.38,1402857.247,1492703.779,1499308.91,1686212.093,1976345.996,2272343.136,2428752.671,2748447.33,2811824.181,3060812.829,3023181.726,3453906.284,4145495.74824,4298782.220472,4454776.585944,4467741.740048,4586825.1962071,5072531.2491353,4922693.313,5160097.582,6032759.163,7286685.65,8192662.065,9398647.989,10897149.838,12394328.089,9662723.028999999,11686264.118652,13901031.703855,13811614.678,14190921.540454,14378473.747785,12730014.446316,12360800.99621,13617985.22084,14929206.315376
"G7 (Group of Seven)",26964.989,27763.367,26901.472,36962.282,36969.539,36430.476,39018.811,43653.861,49916.611,55765.916,52531.525,56027.213,64358.545,68031.904,71277.959,77577.63400000001,87611.122,95902.69899999999,106435.24,112453.93,127561.215,145365.184,168994.94,187973.89,221575.485,298100.77,402650.714,430767.174,478025.766,544529.9520000001,651916.244,793547.366,939854.8000000001,946409.1,892858.8000000001,883369.8000000001,947419.6,966162.3000000001,1115468.2,1292840.8,1491072,1596760,1802574,1838972,1958408,1925768.404,2149415.066,2517232.172,2577527.72,2660446.973,2667717.388,2731164.80036,2940318.30787,2804682.854,2844394.626,3217886.711,3760580.004,4048452.635,4530372.425,5103018.643,5590254.054,4319479.155,5081700.77038,5857312.16601,5743781.366,5836402.313927,5896521.407659,5286417.140063,5192273.46543,5597136.520256,6027318.724368
"G-77 (Group of 77)",16998.86,15466.961,18908.151,24288.395,21309.463,21924.888,22794.256999,24701.952999,26451.504999,27465.896999,27208.592,28756.797999,29293.886159,28876.28961,29447.305954,32637.385884,35387.465084,37184.399284,39619.100484,40869.178684,43337.977314,48058.19428,52992.785274,59502.64569,67473.74606999999,100606.155504,203849.43298,190375.192584,222085.539904,253937.365,263874.251984,378152.854984,523275.599,503375.066,432713.749,391527.432,399700.331,377478.193,321550.01,378635.8595,425965.365,490469.651,570095.370445,578560.147213,628384.801291,658489.8494815,769800.789566,916654.089927,999372.487018,1068411.455122,965702.2125375301,1062213.87447402,1333929.532449,1265537.84170748,1372907.12250279,1679912.96724202,2171351.85411501,2743315.250924,3346301.732733,3958244.711487,4838956.490638,3781949.027076,4892815.94598,6106545.307752,6390947.849923,6516378.12743,6514507.493921,5562491.458323,5237356.282155,5869605.036394,6570373.13059792
"G8 (Group of Eight)",26964.989,27763.367,26901.472,36962.282,36969.539,36430.476,39018.811,43653.861,49916.611,55765.916,52531.525,56027.213,64358.545,68031.904,71277.959,77577.63400000001,87611.122,95902.69899999999,106435.24,112453.93,127561.215,145365.184,168994.94,187973.89,221575.485,298100.77,402650.714,430767.174,478025.766,544529.9520000001,651916.244,793547.366,939854.8000000001,946409.1,892858.8000000001,883369.8000000001,947419.6,966162.3000000001,1115468.2,1292840.8,1491072,1596760,1802574,1838972,2000447,1970065.804,2216794.066,2599651.172,2667212.72,2747341.973,2742161.388,2806715.80036,3045351.30787,2906566.854,2951695.626,3353815.711,3943787.004,4292250.635,4833923.425,5457421.643,6061860.054,4622867.155,5482330.77038,6379323.16601,6273037.366,6358238.313927,6393328.407659,5627836.140063,5473983.46543,5950684.520256,6471326.724368
"GCC (The Cooperation Council for the Arab States of the Gulf)",468,483,699,1022,1206,1314.907,1468.232,1472.978,1572.334,1643.803,2169.213,2098.653,2172.911,2242.636,2477.61,2630.94,2895.31,3206.92,3603.846,3840.195,4244.982,4589.961,5187.664,7936.753,10565.447,16306.672,58007.584,50032.08,61882.48,68337.99000000001,66373.89,104446.54,163750.36,173029.34,121272.36,84989.41,77806.99000000001,66145.81,45098.47,52033.52,51967.44,66905.12,87912.85318400001,84912.685824,94340.052736,90530.007168,92656.62605599999,104927.0024,129497.867,132892.384,96021.82799999999,118213.532,175961.272,160202.887,167929,212740.649,285176.466,397562.304,480744.3,554995.661,762474.165,525854.387,661657.981022,950028.696,1071909.016,1079471.649,990019.0616970001,684610.37238,619402.256312,706472.691731,869147.3834760001
"GSTP (Global System of Trade Preferences among Developing Countries)",13628.739,12446.507,14863.39,19029.75,15767.242,15900.449,16172.96,17600.26,18610.375,18685.164,17770.676,18595.332,19447.039,19633.561,19734.286,21923.131,23942.082,25081.996,26342.196,27328.949,28840.459,32496.657,36449.116,39404.105,43009.76,64630.489,116936.406,111043.792,134090.853,155640.723,166677.842,231402.186,305937.362,289378.945,278384.197,279189.04,298648.294,287960.665,248169.917,302904.406,355847.008,402015.264,456162.796751,469006.047639,501637.412495,536900.789481,634572.56789,775636.004307,845479.295418,896575.650342,842444.783059,928608.9985690001,1132130.918159,1036054.373561,1081381.617744,1247789.951882,1561031.88073,1865946.483131,2214869.082103,2526452.729232,2988967.230513,2366173.48977,3057076.815091,3716186.95852,3747028.299,3735643.301144,3729028.512906,3182025.356215,3079469.874045,3529150.488187,3879767.184864
"IGAD (Intergovernmental Authority on Development)",354.578,300.591,280.926,469.088,411.305,374.539,383.148,433.137,486.031,483.446,461.667,546.162,544.808,545.991,603.416984,744.235984,797.147984,806.235984,850.540984,826.437984,848.9609840000001,914.805,1049.050984,1068.518,1217.77,1514.131984,1619.536,1645.075984,2099.258984,2850.064,2318.601984,2600.499984,2711.457,2588.283,2382.394,2385.231,2575.68,2156.48,2528.763,2270.725,2418.305,2437.209,2030.727,1909.458,2119.891,2340.622,3097.07,3586.3594,4006.3029,4054.7241,3918.8674,3752.6367,4690.668,4884.527,5397.318,6248.05,8023.125,10260.531,11521.253,15995.152,20497.554,16429.591,21069.641,22026.028,16580.409,17120.164028,17423.935094,15464.295912,15204.975738,16795.705049,16544.11053
"LAIA (Latin American Integration Association)",6149.89,5166.596,5987.471,7150.212,6457.665,7121.908,7011.858,7328.991,7911.019,8188.798,7605.293,7547.737,7795.109,7891.524,8186.642,8582.385,9408.135,9821.115,10174.229,10781.822,10910.206,12378.739,13936.633,13474.98,15183.528,22903.064,36584.091,33584.456,38441.372,45014.874,49551.943,66235.90300000001,88662.614,97340.07000000001,89236.114,90641.27099999999,101571.431,96624.813,82265.501,93085.97900000001,108885.827,121177.059,132079.158,130089.567,137071.972,145498.668,171439.842448,208867.686914,236962.729664,264037.692842,258361.535785,275571.06383,333751.826905,320582.618656,324154.130961,354392.971142,439454.71441,537497.369541,642126.389993,725153.373272,838867.226503,654376.1444,833798.3200909999,1034549.744419,1049121.829,1040195.847777,1009214.162647,856012.976091,826249.754232,928374.077697,1013123.402104
"LAS (League of Arab States)",1945.167,2010.469,2306.174,2992.951,3137.445,3327.664,3659.524,3867.028,3964.184,4035.981,4720.857,4569.545,4843.90216,4807.80961,5066.454954,6343.969884,7045.608084,7461.209284,8164.371484,8480.118683999999,10037.789314,11065.93628,12092.210274,15597.04169,19034.90607,28730.995504,85171.93998,76908.27658400001,92392.069904,102462.814,101190.216984,161432.326984,238937.856,227150.827,170329.989,130035.425,122804.239,113473.796,79450.38800000001,91425.825,92485.712,116368.924,142185.446084,127241.231624,133744.920736,125919.423028,130489.924456,150013.8654,180213.72,188075.10252,142233.2565737662,178850.8853850594,263782.026806,236507.996091,245773.056057,302260.040109,406271.09239,560255.605398,679482.035449,791538.32982,1080931.186998,739811.962482,928055.039922,1244542.544,1401242.49509,1385071.176417,1257619.796796,867391.807265,787975.251486,910323.1117520001,1115567.57278092
"MERCOSUR (Southern Common Market)",3915.46,3231.258,3754.562,4398.58,3694.97,4422.31,4263.59,4384.26,4776.34,5079.44,4758.78,4647.27,4809.42,4797.13,4958.6,5318.68,5540.49,5792.04,5941.12,6401.82,6252.79,7256.18,7976.86,8038.36,9396.81,14801.72,23583.49,20991.21,24071,28209.05,29188.94,38464.29,48743.18,54926.94,45742.61,44986.38,52377.7,49686.01,39182.53,44703.78,54787.15,59876.6,63914.88,61095,64571.96,68729.02,79229.93244800001,90051.616914,99196.585664,108423.860842,100328.989785,96534.54783,119483.687905,115913.118656,117059.499961,134789.732142,176726.95641,221170.460541,257392.686993,295648.939272,375330.307503,276754.2034,349076.283,448576.751,435892.304,425272.701,387007.283862,301242.37673,285328.080099,325556.239966,351504.132979
"MRU (Mano River Union)",89.52,93.946,137.103,196.153,190.161,196.445,241.286,246.639,261.048,255.842,267.124,292.079,374.476,395.88,367.665,449.352,562.463,556.981,603.477,606.153,741.583,810.059,841.93,829.406,972.372,1372.147,1869.655,1852.855,2427.084,3054.144,3338.283,3622.616,4360.002,3643.1,3345.952,3125.475,3809.377,4027.329,4437.102,4165.973,3783.705,4000.324,4748.756,3829.223,4131.341,3637.977,3813.061,5299.1033,5665.387,5281.72932,5519.25188,5409.3467,4896.0333,4833.9,6208.769,6598.151,7905.62,8839.826999999999,9898.837,10317.301,12190.077,12756.104,13444.576566,14784.584,15632.507,16411.862,17013.566,14306.637267,14169.024528,17444.66349,16663.570858
"MSG (Melanesian Spearhead Group)",42.063,42.201,41.062,48.509,59.802,68.12600000000001,65.148,69.965,66.62900000000001,77.318,85.497,94.41500000000001,86.458,79.15900000000001,87.51000000000001,109.825,129.474,127.244,120.796,135.941,157.77,178.478,194.994,215.812,325.6,643.8150000000001,865.0119999999999,638.035,727.27,928.516,987.381,1250.98,1518.194,1335.418,1228.465,1209.243,1361.074,1319.959,1452.02,1622.741,1930.838,1994.296,1730.3471,1890.07,2379.2473,3186.2861,3371.2943,3469.1366,3453.9393,2963.106,2426.4835,2676.8224,2749.89,2409,2234,2975.77,3379.369,4115.659,5030.275,5650.291,6901.897,5245.392,6855.521,8463.385484,8102.881,7584.633,10688.917876,9787.351000000001,9607.42,11453.768,11255
"NAFTA (North American Free Trade Agreement)",16410.214,15529.429,13544.883,18521.787,18498.305,17238.699,17710.41,19649.95,23323.44,25574.47,22376.3,22776.31,26208.06,27101.26,28115.55,30188.71,34780.73,36317.57,40582.42,43078.68,48488.14,53111.7,61413.5,63426.76,72078.53999999999,99510.07000000001,136902.29,145834.04,160809.89,170894.24,200283.57,253638.92,311330.8,334748.5,311730.7,308340.9,343348.2,336522.6,339290.9,379889.3,470223.4,520815.1,561931.8000000001,591580.7,628793.5,661837,738885.2,856487.6,922713.7,1014027,1013905,1070641,1224903,1147505,1106179,1162906,1319617.442,1475764.248,1664105.419,1840713.522,2035177.732,1601848.974,1964281.292,2283411.672,2372064.717,2417925.718,2493743.771337,2293087.02534,2215005.73576,2376503.550344,2564502.320558
"OAS (Organization of American States)",22641.347,20844.393,19635.634,25804.975,25128.686,24642.412,25010.582,27151.686,31441.653,34220.017,30403.102,30721.591,34517.174,35508.941,36835.547,39412.286,44896.588,46801.628,51531.819,54768.646,60376.387,66385.86900000001,76640.284,78323.25500000001,89018.982,124417.414,178223.285,185747.172,206310.62,223793.34,255626.921,324974.445,399627.885,426923.522,391399.448,386330.024,428724.066,418205.544,411136.426,456850.3525,560226.466,619846.344,664858.199,690808.8839,732090.2247,769484.7378925,864962.859348,1004749.704514,1083784.008164,1190602.449142,1179616.349885,1236385.42013,1421854.27399,1337235.72671148,1299331.02966279,1384973.67539302,1608698.03340501,1842738.905936,2108331.082174,2349686.199207,2646562.292886,2074095.843224,2556252.347561,3038313.397197,3121482.186,3154818.966544,3179089.9977,2834366.510892,2728580.25306,2962392.78736,3198366.868528
"OECD (Organisation for Economic Cooperation and Development)",38866.897,40401.738,39468.809,54012.884,53600.477,53078.266,55926.193,62568.265,70473.10000000001,77137.989,73266.28999999999,78905.72199999999,90056.92200000001,95671.179,100816,110007.965,124509.191,136153.322,149783.899,158427.32,178119.604,205222.758,238212.628,264921.88,316306.219,432059.704,576723.868,615900.08,688102.671,780168.556,933531.58,1147499.14,1357676.599,1342366.969,1276162.188,1267213.322,1355885.267,1390877.832,1598017.91,1875114.23,2151671.05,2301149.97,2648172.68,2695248.15,2879450.540512,2826978.017032,3203484.41904,3846111.831792,3975765.773472,4083506.141168,4135595.545184,4244059.3067841,4604758.3245583,4452266.457,4618636.128,5313967.12,6314060.129,6900566.314,7786319.717,8920957.716,9938600.376,7760675.675,9115647.840685001,10637326.313097,10490046.593,10760597.816299,10838634.176766,9618649.298675001,9511240.983030999,10398876.895977,11271743.331677
"OECS (Organisation of Eastern Caribbean States)",6.977,7.519,14.023,15.243,21.528,20.8,21.212,22.488,23.236,24.531,25.199,27.432,24.976,30.968,27.246,32.749,34.652,36.863,36.688,35.876,37.671,45.144,44.12,45.223,52.399,71.17,90.56100000000001,96.652,85.244,87.613,115.261,139.071,164.692,178.242,165.612,191.44,189.426,215.334,275.13,266.791,343.161,310.78,351.874,353.7749,391.7812,370.0669,326.2624,313.9310259,283.1514629,288.3563,303.8270074,291.9853,308.320608,276.402,277.002,305.172,329.5729259,342.295518,361.988074,359.601111,457.745,429.2931,447.128074,417.210778,465.926162,457.507137,470.734006,447.284,389.823,518.129604,377.689144965
"OIC (Organisation of Islamic Cooperation)",4923.765,5323.182,6799.133,8825.736000000001,7452.577,7376.757,7876.313,8650.9,9176.643,8979.407999999999,9315.437,9763.259,10160.12616,10265.31561,10475.104954,12103.562884,13555.627084,14407.734284,15441.273484,16356.140684,17842.627314,20043.73928,22362.390274,27995.30069,31550.56507,47416.541504,123438.95098,112539.584584,136576.973904,153112.763,152588.726984,231396.554984,334341.256,313290.483,259480.132,219059.928,213585.82,198146.464,143282.407,172314.48,178797.148,214151.321,264624.659235,257745.217063,285789.841731,284606.269029,309336.102598,361824.257093,415314.510354,427612.683,356628.8061277663,419521.2943210594,555543.9597,508064.859996,536105.80784,643140.2678490001,832989.84671,1077477.736988,1302083.572559,1513089.69978,1973409.338008,1416798.231852,1789437.349914,2326663.308101,2465611.597923,2403241.345728,2290856.103492,1675113.363711,1546575.893495,1794347.968393,2114237.73343892
"OPEC (Organization of the Petroleum Exporting Countries)",2622.024,2714.771,3139.704,3807.493,3876.107,4247.892,4595.203,5290.95,6128.726,6100.87,6606.734,6470.367,6684.899,6791.744,7199.198,8409.444,9682.440000000001,10238.496,10812.943,12430.535,13416.434,14959.248,16675.681,21970.747,23239.213,35576.72,105561.797,93638.281,113200.751,124738.831,119922.259,189360.13,277833.892,256783.596,201692.105,159849.034,151730.385,139788.118,88281.193,106072.817,102888.79,129857.45,171691.79,153023.77,159589.54,149432.062,152633.841,172039.834,213195.907,216449.33052,156102.328,203070.998632,304265.714644,263626.777,273975.595,337861.086,468100.361,657441.909,802783.184,929241.366,1253606.482,830797.473,1040560.568,1410173.767,1544831.295,1465857.767146,1345269.716168,887889.742624,802872.395934,948106.807909,1156827.101341
"SAARC (South Asian Association for Regional Cooperation)",2145.939,1990.944,2291.888,3234.321,2401.764,2171.899,2215.243,2405.595,2275.417,2374.583,2204.303,2404.664,2510.354,2615.235,2603.764,2857.533,3058.611,3158.913,3520.688,3245.602,3015.84,3152.662,3467.346,3361.349,4396.183,4949.616,6289.605,6619.83,8099.133,9217.334000000001,10113.793,12494.876,13799.465,13920.176,14376.498,14863.098,15204.247,14983.193,15626.67,18678.26,21237.608,23958.9,27728.2088,28515.7646,32178.2877,34586.356,38864.4143,46619.732,51463.632,53956.882,52697.645,55156.872,64379.512,64516,70923.764,84098.932,105530.296,132977.834,159318.955,190414.314,241304.745,206750.503,277640.452,365279.308,358092.109,381558.70675,391471.19838,334497.677435,331796.243,370468.96283,402884.431
"SACU (Southern African Customs Union)",1170.31,1155.83,1160.8,1402.83,1384.36,1396,1379.64,1566.88,1730.259,1904.48,1751.94,1952.18,2013.35,2169.899,2254.225,2406.389,2528.568,2610.719,2816.253,3086.044,3274.489,3444.469,3446.984,3607.389,4256.086,6269.726,9000.941999999999,9137.66,8220.156999999999,10268.531,13232.315,18985.506,27918.94,22576.26,19437.77,20331.13,18937.69,18060.42,20707.52,24579.17,25249.25,25733.17,27038.1801,26993.8298,27275.686,28032.176,29396.774,32431.004,34218.318,36364.386,30826.921,31694.33,35113.243,34281,34606.551,42666.943,54142.822,60541.619,67834.424,80529.571,91457.60799999999,70672.984,102743.707532,122185.45197,112864.393,111435.229446,108995.611476,93911.350896,90274.984366,101943.932914,107782.046953
"SADC (Southern African Development Community)",1904.775,1884.371,1976.738,2514.902,2599.05,2665.061,2741.715,3044.028,3387.59,3459.739,3177.225,3604.866,3740.698,3769.1,3963.184,4349.153,4445.891,4581.301,5031.643,5307.637,5784.133,6428.928,6760.208,7120.229,7548.846,10941.368,15243.283,14027.747,13177.117,15417.042,18438.966,25792.857,36728.939,30498.281,26637.708,27291.829,26197.912,25385.411,27434.191,32785.169,35060.05,36162.834,38755.5373,37229.3524,37133.5198,37944.6353,39491.8203,44153.4302,48252.437,50014.54,42496.9435337662,44194.9214890594,50723.781022,48681.951,51766.177,62044.012,79757.95299999999,98033.753,116842.805,144400.004,177854.158,131300.193,180986.637449,223037.07597,218771.634,215669.694506,205913.911293,157271.942786,147572.532672,171722.852062,188382.433761
